country,department,course_name,mandatory_flag,assignment_month,learning_record_count,completed_count,overdue_count,completion_rate,overdue_rate,avg_days_to_complete
UK,Supply Chain,Health and Safety,1,2026-03-01 00:00:00,2,1,0,0.5,0.0,6.0
France,Commercial,Health and Safety,1,2026-03-01 00:00:00,1,0,0,0.0,0.0,
Netherlands,Supply Chain,Health and Safety,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,38.0
UK,Supply Chain,Advanced Analytics,0,2025-10-01 00:00:00,2,1,1,0.5,0.5,23.0
Netherlands,Sales,Health and Safety,1,2025-07-01 00:00:00,2,2,0,1.0,0.0,21.5
Ireland,Supply Chain,Advanced Analytics,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,45.0
Ireland,Operations,Health and Safety,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,28.0
France,Customer Support,Data Protection,1,2025-06-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Supply Chain,Code of Conduct,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,Sales,Health and Safety,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,18.0
Ireland,Sales,Leadership Essentials,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,13.0
Ireland,Supply Chain,Code of Conduct,1,2025-03-01 00:00:00,1,0,1,0.0,1.0,
Germany,Commercial,Advanced Analytics,0,2025-01-01 00:00:00,2,2,0,1.0,0.0,18.5
UK,Supply Chain,Code of Conduct,1,2025-12-01 00:00:00,2,2,0,1.0,0.0,25.5
Netherlands,Commercial,Stakeholder Management,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,18.0
Germany,Supply Chain,Stakeholder Management,0,2025-02-01 00:00:00,3,1,2,0.3333,0.6667,12.0
Germany,Customer Support,Health and Safety,1,2025-12-01 00:00:00,2,1,1,0.5,0.5,25.0
Ireland,Sales,Stakeholder Management,0,2025-06-01 00:00:00,2,1,1,0.5,0.5,21.0
Ireland,Commercial,Leadership Essentials,0,2025-02-01 00:00:00,1,0,1,0.0,1.0,
Ireland,People,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,4.0
France,Finance,Health and Safety,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,7.0
Netherlands,Technology,Leadership Essentials,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,26.0
Ireland,Operations,Leadership Essentials,0,2025-12-01 00:00:00,1,0,1,0.0,1.0,
UK,Supply Chain,Code of Conduct,1,2025-02-01 00:00:00,4,3,1,0.75,0.25,20.3
France,Technology,Code of Conduct,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,17.0
UK,Supply Chain,Stakeholder Management,0,2025-06-01 00:00:00,5,2,3,0.4,0.6,42.0
UK,Operations,Leadership Essentials,0,2025-10-01 00:00:00,12,2,10,0.1667,0.8333,31.0
UK,Customer Support,Code of Conduct,1,2026-02-01 00:00:00,2,2,0,1.0,0.0,24.0
Netherlands,Operations,Leadership Essentials,0,2026-02-01 00:00:00,3,1,0,0.3333,0.0,44.0
Germany,Operations,Code of Conduct,1,2025-07-01 00:00:00,6,3,3,0.5,0.5,23.7
UK,People,Advanced Analytics,0,2025-07-01 00:00:00,3,3,0,1.0,0.0,15.7
France,Operations,Data Protection,1,2025-09-01 00:00:00,2,1,1,0.5,0.5,46.0
Germany,Customer Support,Advanced Analytics,0,2025-06-01 00:00:00,5,0,5,0.0,1.0,
Germany,Commercial,Code of Conduct,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,19.0
UK,Supply Chain,Advanced Analytics,0,2025-08-01 00:00:00,5,2,3,0.4,0.6,18.5
UK,Customer Support,Advanced Analytics,0,2025-06-01 00:00:00,7,5,2,0.7143,0.2857,23.2
Germany,Technology,Data Protection,1,2025-06-01 00:00:00,3,2,1,0.6667,0.3333,9.5
UK,Commercial,Code of Conduct,1,2025-03-01 00:00:00,4,4,0,1.0,0.0,10.3
Germany,Commercial,Advanced Analytics,0,2025-09-01 00:00:00,2,1,1,0.5,0.5,13.0
France,Sales,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,8.0
Germany,Sales,Health and Safety,1,2025-10-01 00:00:00,4,4,0,1.0,0.0,19.5
Germany,Sales,Advanced Analytics,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
UK,Operations,Data Protection,1,2025-04-01 00:00:00,6,1,5,0.1667,0.8333,19.0
UK,Technology,Leadership Essentials,0,2025-01-01 00:00:00,7,6,1,0.8571,0.1429,17.5
Germany,Operations,Data Protection,1,2025-02-01 00:00:00,2,1,1,0.5,0.5,53.0
UK,Finance,Code of Conduct,1,2025-02-01 00:00:00,2,2,0,1.0,0.0,4.5
UK,People,Data Protection,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,2.0
UK,Commercial,Leadership Essentials,0,2026-03-01 00:00:00,8,7,0,0.875,0.0,12.0
UK,Sales,Advanced Analytics,0,2025-06-01 00:00:00,3,1,2,0.3333,0.6667,34.0
UK,Technology,Stakeholder Management,0,2025-12-01 00:00:00,5,2,3,0.4,0.6,22.0
Germany,Operations,Health and Safety,1,2025-10-01 00:00:00,2,1,1,0.5,0.5,39.0
France,Operations,Advanced Analytics,0,2025-11-01 00:00:00,5,1,4,0.2,0.8,13.0
UK,Operations,Code of Conduct,1,2026-03-01 00:00:00,10,4,0,0.4,0.0,13.5
Germany,Sales,Data Protection,1,2025-09-01 00:00:00,1,1,0,1.0,0.0,9.0
France,Finance,Leadership Essentials,0,2025-06-01 00:00:00,2,0,2,0.0,1.0,
France,Finance,Stakeholder Management,0,2025-07-01 00:00:00,2,2,0,1.0,0.0,13.5
Germany,Supply Chain,Health and Safety,1,2025-10-01 00:00:00,5,1,4,0.2,0.8,40.0
UK,Commercial,Stakeholder Management,0,2025-04-01 00:00:00,3,1,2,0.3333,0.6667,7.0
UK,Customer Support,Stakeholder Management,0,2025-07-01 00:00:00,3,0,3,0.0,1.0,
UK,Technology,Leadership Essentials,0,2025-11-01 00:00:00,5,4,1,0.8,0.2,14.8
Ireland,Supply Chain,Code of Conduct,1,2025-10-01 00:00:00,2,2,0,1.0,0.0,41.5
Netherlands,Finance,Advanced Analytics,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,13.0
Germany,Supply Chain,Data Protection,1,2026-03-01 00:00:00,4,1,0,0.25,0.0,20.0
UK,Operations,Advanced Analytics,0,2026-03-01 00:00:00,4,4,0,1.0,0.0,12.8
UK,Commercial,Code of Conduct,1,2026-01-01 00:00:00,2,2,0,1.0,0.0,13.5
Netherlands,Technology,Data Protection,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Technology,Leadership Essentials,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,25.0
Ireland,Supply Chain,Advanced Analytics,0,2025-03-01 00:00:00,2,1,1,0.5,0.5,51.0
Ireland,Supply Chain,Stakeholder Management,0,2025-01-01 00:00:00,2,0,2,0.0,1.0,
UK,Sales,Data Protection,1,2025-10-01 00:00:00,2,1,1,0.5,0.5,11.0
France,Operations,Advanced Analytics,0,2025-01-01 00:00:00,5,1,4,0.2,0.8,38.0
UK,Sales,Code of Conduct,1,2025-01-01 00:00:00,3,2,1,0.6667,0.3333,14.5
UK,Sales,Stakeholder Management,0,2026-03-01 00:00:00,4,2,0,0.5,0.0,17.0
UK,Supply Chain,Advanced Analytics,0,2025-03-01 00:00:00,8,2,6,0.25,0.75,29.5
UK,Customer Support,Data Protection,1,2025-09-01 00:00:00,3,3,0,1.0,0.0,14.3
UK,Supply Chain,Advanced Analytics,0,2026-01-01 00:00:00,6,2,0,0.3333,0.0,9.5
Germany,Supply Chain,Advanced Analytics,0,2025-10-01 00:00:00,3,0,3,0.0,1.0,
Ireland,Operations,Data Protection,1,2025-04-01 00:00:00,1,1,0,1.0,0.0,41.0
Netherlands,Sales,Leadership Essentials,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,2.0
Germany,Technology,Stakeholder Management,0,2025-07-01 00:00:00,4,4,0,1.0,0.0,12.0
Germany,Operations,Stakeholder Management,0,2025-12-01 00:00:00,2,0,2,0.0,1.0,
UK,Finance,Leadership Essentials,0,2025-07-01 00:00:00,3,3,0,1.0,0.0,4.0
France,Technology,Advanced Analytics,0,2025-02-01 00:00:00,2,2,0,1.0,0.0,15.0
UK,Operations,Stakeholder Management,0,2025-02-01 00:00:00,6,3,3,0.5,0.5,31.3
Netherlands,Customer Support,Data Protection,1,2025-12-01 00:00:00,2,1,1,0.5,0.5,11.0
UK,Supply Chain,Data Protection,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,16.5
Germany,Sales,Stakeholder Management,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,31.0
Netherlands,Commercial,Code of Conduct,1,2025-07-01 00:00:00,1,0,1,0.0,1.0,
UK,People,Data Protection,1,2025-11-01 00:00:00,2,2,0,1.0,0.0,2.0
Germany,Supply Chain,Stakeholder Management,0,2025-12-01 00:00:00,4,0,4,0.0,1.0,
Germany,Technology,Code of Conduct,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,12.0
France,Sales,Health and Safety,1,2025-01-01 00:00:00,2,1,1,0.5,0.5,12.0
UK,Customer Support,Health and Safety,1,2025-12-01 00:00:00,2,2,0,1.0,0.0,22.0
France,Sales,Stakeholder Management,0,2026-01-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Leadership Essentials,0,2025-10-01 00:00:00,2,0,2,0.0,1.0,
UK,Sales,Code of Conduct,1,2025-11-01 00:00:00,2,1,1,0.5,0.5,16.0
Germany,Customer Support,Stakeholder Management,0,2026-01-01 00:00:00,3,0,0,0.0,0.0,
France,Customer Support,Health and Safety,1,2026-02-01 00:00:00,2,2,0,1.0,0.0,21.0
Germany,Customer Support,Health and Safety,1,2025-02-01 00:00:00,2,0,2,0.0,1.0,
UK,People,Health and Safety,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,8.0
Germany,Finance,Stakeholder Management,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,13.0
Germany,Operations,Leadership Essentials,0,2025-11-01 00:00:00,2,0,2,0.0,1.0,
France,Sales,Stakeholder Management,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
France,Customer Support,Code of Conduct,1,2025-10-01 00:00:00,3,1,2,0.3333,0.6667,31.0
UK,Commercial,Advanced Analytics,0,2025-07-01 00:00:00,3,3,0,1.0,0.0,17.3
France,Sales,Leadership Essentials,0,2026-01-01 00:00:00,2,0,0,0.0,0.0,
UK,Supply Chain,Advanced Analytics,0,2025-05-01 00:00:00,5,4,1,0.8,0.2,37.3
Germany,Customer Support,Data Protection,1,2025-04-01 00:00:00,3,2,1,0.6667,0.3333,25.0
UK,Technology,Code of Conduct,1,2025-06-01 00:00:00,2,2,0,1.0,0.0,6.5
France,Supply Chain,Stakeholder Management,0,2025-09-01 00:00:00,2,0,2,0.0,1.0,
Germany,Customer Support,Stakeholder Management,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Code of Conduct,1,2025-05-01 00:00:00,2,2,0,1.0,0.0,15.0
Ireland,Operations,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,32.0
UK,Supply Chain,Health and Safety,1,2026-02-01 00:00:00,5,5,0,1.0,0.0,26.6
UK,Sales,Leadership Essentials,0,2026-02-01 00:00:00,5,3,0,0.6,0.0,19.3
Germany,Sales,Code of Conduct,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,26.0
Germany,People,Advanced Analytics,0,2025-12-01 00:00:00,3,3,0,1.0,0.0,11.7
France,Sales,Stakeholder Management,0,2025-03-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Commercial,Health and Safety,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,16.0
Germany,People,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,6.0
Germany,Operations,Leadership Essentials,0,2025-01-01 00:00:00,1,0,1,0.0,1.0,
UK,Technology,Data Protection,1,2025-12-01 00:00:00,2,1,1,0.5,0.5,8.0
Netherlands,Operations,Health and Safety,1,2025-04-01 00:00:00,1,0,1,0.0,1.0,
France,Finance,Health and Safety,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,7.0
Germany,Technology,Advanced Analytics,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,7.0
France,Sales,Leadership Essentials,0,2025-05-01 00:00:00,2,0,2,0.0,1.0,
Netherlands,Commercial,Data Protection,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,10.0
France,Sales,Leadership Essentials,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,23.0
France,Supply Chain,Code of Conduct,1,2026-03-01 00:00:00,1,0,0,0.0,0.0,
Ireland,Commercial,Leadership Essentials,0,2025-12-01 00:00:00,1,0,1,0.0,1.0,
UK,People,Code of Conduct,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,2.0
Germany,Technology,Advanced Analytics,0,2026-01-01 00:00:00,2,0,1,0.0,0.5,
Germany,Supply Chain,Leadership Essentials,0,2026-02-01 00:00:00,3,1,0,0.3333,0.0,13.0
Netherlands,Customer Support,Code of Conduct,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,7.0
Germany,Customer Support,Stakeholder Management,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Supply Chain,Advanced Analytics,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Supply Chain,Data Protection,1,2026-01-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Supply Chain,Stakeholder Management,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,30.0
Ireland,Finance,Code of Conduct,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,5.0
France,People,Code of Conduct,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,6.0
UK,Commercial,Code of Conduct,1,2025-08-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Code of Conduct,1,2025-05-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Customer Support,Stakeholder Management,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,42.0
Ireland,Customer Support,Data Protection,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,31.0
Germany,Commercial,Health and Safety,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,9.0
France,People,Health and Safety,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,2.0
France,Operations,Stakeholder Management,0,2026-03-01 00:00:00,2,0,0,0.0,0.0,
France,Technology,Code of Conduct,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,16.0
Netherlands,Finance,Health and Safety,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,3.0
UK,Supply Chain,Leadership Essentials,0,2025-11-01 00:00:00,8,3,5,0.375,0.625,31.7
Netherlands,Operations,Health and Safety,1,2025-07-01 00:00:00,1,0,1,0.0,1.0,
UK,Customer Support,Leadership Essentials,0,2025-12-01 00:00:00,8,5,3,0.625,0.375,19.2
UK,Customer Support,Advanced Analytics,0,2025-02-01 00:00:00,6,3,3,0.5,0.5,29.7
UK,Operations,Advanced Analytics,0,2025-10-01 00:00:00,16,5,11,0.3125,0.6875,44.8
France,Customer Support,Health and Safety,1,2025-03-01 00:00:00,3,2,1,0.6667,0.3333,8.5
UK,Operations,Health and Safety,1,2025-11-01 00:00:00,10,7,3,0.7,0.3,24.3
Germany,Operations,Data Protection,1,2025-06-01 00:00:00,3,1,2,0.3333,0.6667,12.0
UK,Operations,Stakeholder Management,0,2025-06-01 00:00:00,8,3,5,0.375,0.625,34.0
France,Operations,Stakeholder Management,0,2025-10-01 00:00:00,5,3,2,0.6,0.4,37.0
UK,Finance,Stakeholder Management,0,2025-12-01 00:00:00,5,3,2,0.6,0.4,10.3
UK,Operations,Health and Safety,1,2025-01-01 00:00:00,13,11,2,0.8462,0.1538,27.1
UK,Sales,Leadership Essentials,0,2025-03-01 00:00:00,5,2,3,0.4,0.6,17.5
Germany,Operations,Code of Conduct,1,2025-04-01 00:00:00,3,1,2,0.3333,0.6667,51.0
UK,Operations,Data Protection,1,2025-07-01 00:00:00,9,5,4,0.5556,0.4444,31.2
UK,Operations,Leadership Essentials,0,2026-03-01 00:00:00,14,9,0,0.6429,0.0,14.8
UK,Supply Chain,Health and Safety,1,2025-05-01 00:00:00,3,2,1,0.6667,0.3333,26.0
Netherlands,Operations,Leadership Essentials,0,2025-05-01 00:00:00,3,2,1,0.6667,0.3333,35.5
Germany,Operations,Advanced Analytics,0,2025-02-01 00:00:00,4,0,4,0.0,1.0,
UK,Supply Chain,Leadership Essentials,0,2025-01-01 00:00:00,10,3,7,0.3,0.7,32.0
UK,Supply Chain,Stakeholder Management,0,2025-02-01 00:00:00,6,1,5,0.1667,0.8333,36.0
UK,Sales,Leadership Essentials,0,2025-05-01 00:00:00,6,4,2,0.6667,0.3333,15.3
France,Sales,Leadership Essentials,0,2026-02-01 00:00:00,2,1,0,0.5,0.0,10.0
UK,Supply Chain,Advanced Analytics,0,2026-02-01 00:00:00,14,8,0,0.5714,0.0,25.5
UK,Supply Chain,Health and Safety,1,2025-03-01 00:00:00,5,3,2,0.6,0.4,11.0
Germany,Supply Chain,Leadership Essentials,0,2025-03-01 00:00:00,2,1,1,0.5,0.5,8.0
France,Technology,Advanced Analytics,0,2025-06-01 00:00:00,2,1,1,0.5,0.5,9.0
UK,Commercial,Health and Safety,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,15.0
Ireland,People,Stakeholder Management,0,2025-03-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Leadership Essentials,0,2025-10-01 00:00:00,6,2,4,0.3333,0.6667,16.5
Germany,Supply Chain,Leadership Essentials,0,2026-01-01 00:00:00,6,1,2,0.1667,0.3333,15.0
Netherlands,Commercial,Code of Conduct,1,2025-04-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Health and Safety,1,2025-12-01 00:00:00,2,2,0,1.0,0.0,32.0
France,Customer Support,Stakeholder Management,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,41.0
Germany,Finance,Stakeholder Management,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,19.0
Netherlands,Operations,Leadership Essentials,0,2025-08-01 00:00:00,4,1,3,0.25,0.75,24.0
UK,Customer Support,Stakeholder Management,0,2025-04-01 00:00:00,7,2,5,0.2857,0.7143,22.5
UK,Supply Chain,Health and Safety,1,2025-08-01 00:00:00,4,2,2,0.5,0.5,28.5
UK,Sales,Leadership Essentials,0,2026-01-01 00:00:00,1,0,0,0.0,0.0,
UK,Supply Chain,Health and Safety,1,2026-01-01 00:00:00,5,4,1,0.8,0.2,33.3
France,Operations,Code of Conduct,1,2025-01-01 00:00:00,4,2,2,0.5,0.5,34.0
UK,Operations,Code of Conduct,1,2025-10-01 00:00:00,9,6,3,0.6667,0.3333,30.2
UK,Technology,Advanced Analytics,0,2025-12-01 00:00:00,3,3,0,1.0,0.0,14.0
Ireland,Supply Chain,Leadership Essentials,0,2026-02-01 00:00:00,2,1,0,0.5,0.0,16.0
UK,Supply Chain,Code of Conduct,1,2025-06-01 00:00:00,6,6,0,1.0,0.0,19.8
Germany,Technology,Stakeholder Management,0,2025-04-01 00:00:00,2,1,1,0.5,0.5,31.0
Germany,Finance,Code of Conduct,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,15.0
Netherlands,Operations,Code of Conduct,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,31.0
France,Customer Support,Data Protection,1,2025-12-01 00:00:00,1,0,1,0.0,1.0,
Germany,Operations,Health and Safety,1,2026-03-01 00:00:00,7,5,0,0.7143,0.0,12.8
France,Sales,Advanced Analytics,0,2025-12-01 00:00:00,4,2,2,0.5,0.5,18.5
France,Sales,Stakeholder Management,0,2026-02-01 00:00:00,2,2,0,1.0,0.0,28.5
Netherlands,Technology,Advanced Analytics,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,23.0
Germany,Supply Chain,Leadership Essentials,0,2025-08-01 00:00:00,2,1,1,0.5,0.5,8.0
France,Customer Support,Code of Conduct,1,2026-03-01 00:00:00,1,0,0,0.0,0.0,
Netherlands,Operations,Stakeholder Management,0,2025-02-01 00:00:00,3,3,0,1.0,0.0,32.3
Netherlands,Operations,Leadership Essentials,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,44.0
UK,Customer Support,Code of Conduct,1,2026-01-01 00:00:00,2,1,1,0.5,0.5,28.0
Netherlands,Sales,Leadership Essentials,0,2025-04-01 00:00:00,3,2,1,0.6667,0.3333,24.5
Netherlands,Sales,Code of Conduct,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,12.0
Germany,Supply Chain,Advanced Analytics,0,2026-03-01 00:00:00,2,1,0,0.5,0.0,7.0
UK,Finance,Leadership Essentials,0,2025-04-01 00:00:00,2,2,0,1.0,0.0,9.0
France,Operations,Leadership Essentials,0,2026-03-01 00:00:00,3,0,0,0.0,0.0,
UK,Commercial,Data Protection,1,2025-01-01 00:00:00,2,2,0,1.0,0.0,13.5
UK,People,Leadership Essentials,0,2025-12-01 00:00:00,4,3,1,0.75,0.25,8.7
Ireland,Technology,Leadership Essentials,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,14.0
UK,Commercial,Data Protection,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,12.0
UK,Finance,Health and Safety,1,2025-02-01 00:00:00,2,2,0,1.0,0.0,5.5
Ireland,Operations,Stakeholder Management,0,2025-03-01 00:00:00,2,0,2,0.0,1.0,
UK,Sales,Advanced Analytics,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,23.0
UK,Sales,Leadership Essentials,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
France,Finance,Code of Conduct,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,8.0
Netherlands,Supply Chain,Code of Conduct,1,2025-11-01 00:00:00,2,1,1,0.5,0.5,28.0
UK,Supply Chain,Data Protection,1,2025-07-01 00:00:00,3,1,2,0.3333,0.6667,18.0
Ireland,Commercial,Code of Conduct,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,13.0
Ireland,Technology,Health and Safety,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,6.0
UK,Finance,Code of Conduct,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,7.0
UK,Commercial,Stakeholder Management,0,2025-07-01 00:00:00,3,2,1,0.6667,0.3333,19.0
Netherlands,Supply Chain,Advanced Analytics,0,2025-10-01 00:00:00,3,0,3,0.0,1.0,
Netherlands,Operations,Advanced Analytics,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,33.0
Ireland,Operations,Advanced Analytics,0,2025-09-01 00:00:00,2,0,2,0.0,1.0,
UK,Commercial,Advanced Analytics,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,30.0
France,Customer Support,Leadership Essentials,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
Germany,Supply Chain,Health and Safety,1,2026-03-01 00:00:00,3,2,0,0.6667,0.0,16.0
France,Commercial,Health and Safety,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,6.0
Netherlands,Customer Support,Advanced Analytics,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,12.0
UK,Customer Support,Code of Conduct,1,2025-08-01 00:00:00,3,3,0,1.0,0.0,11.0
UK,Sales,Stakeholder Management,0,2025-10-01 00:00:00,3,2,1,0.6667,0.3333,23.0
UK,Customer Support,Code of Conduct,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,24.0
Germany,Customer Support,Code of Conduct,1,2025-04-01 00:00:00,3,1,2,0.3333,0.6667,15.0
Germany,Customer Support,Advanced Analytics,0,2025-02-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Operations,Leadership Essentials,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,22.0
Netherlands,Customer Support,Stakeholder Management,0,2025-12-01 00:00:00,1,1,0,1.0,0.0,6.0
Netherlands,Sales,Stakeholder Management,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
Germany,Supply Chain,Data Protection,1,2025-10-01 00:00:00,2,2,0,1.0,0.0,31.0
Germany,Sales,Stakeholder Management,0,2026-01-01 00:00:00,1,0,1,0.0,1.0,
Germany,Sales,Stakeholder Management,0,2025-03-01 00:00:00,2,1,1,0.5,0.5,18.0
France,Supply Chain,Code of Conduct,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,25.0
Germany,Finance,Code of Conduct,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,4.0
Netherlands,Supply Chain,Code of Conduct,1,2025-01-01 00:00:00,3,2,1,0.6667,0.3333,39.5
UK,Technology,Health and Safety,1,2025-01-01 00:00:00,2,2,0,1.0,0.0,10.0
Germany,Customer Support,Stakeholder Management,0,2026-02-01 00:00:00,3,1,0,0.3333,0.0,21.0
Netherlands,Customer Support,Advanced Analytics,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,6.0
Netherlands,Customer Support,Leadership Essentials,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,22.0
France,Supply Chain,Health and Safety,1,2025-10-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Sales,Data Protection,1,2025-04-01 00:00:00,3,1,2,0.3333,0.6667,13.0
UK,Customer Support,Code of Conduct,1,2025-05-01 00:00:00,2,0,2,0.0,1.0,
Germany,Technology,Data Protection,1,2025-02-01 00:00:00,1,0,1,0.0,1.0,
France,Finance,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,22.0
UK,Technology,Code of Conduct,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,14.0
Germany,Supply Chain,Leadership Essentials,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Operations,Stakeholder Management,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
UK,Finance,Advanced Analytics,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
Germany,Sales,Advanced Analytics,0,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Germany,Sales,Stakeholder Management,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
Ireland,People,Advanced Analytics,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
UK,People,Advanced Analytics,0,2025-04-01 00:00:00,2,2,0,1.0,0.0,8.5
Germany,Sales,Stakeholder Management,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
