country,department,job_role,gender,application_month,application_count,screen_count,interview_count,offer_count,hired_count,screen_rate,interview_rate,offer_rate,hire_rate
Netherlands,Customer Support,Customer Success Manager,Male,2025-04-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,People,HR Business Partner,Female,2026-03-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Netherlands,Technology,Software Engineer,Male,2025-06-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Germany,Finance,Financial Analyst,Female,2025-09-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Customer Support,Customer Support Rep,Male,2025-10-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
UK,Sales,Sales Executive,Female,2025-08-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Commercial,Pricing Manager,Female,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Commercial,Pricing Manager,Female,2026-03-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
UK,People,HR Advisor,Female,2026-01-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Netherlands,Supply Chain,Procurement Specialist,Male,2025-07-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Netherlands,Commercial,Pricing Manager,Male,2026-01-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
Netherlands,Customer Support,Customer Support Rep,Female,2026-03-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Supply Chain,Warehouse Manager,Male,2025-07-01 00:00:00,3,2,1,1,0,0.6667,0.3333,0.3333,0.0
Ireland,Operations,Site Engineer,Male,2025-10-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Germany,Customer Support,Customer Support Rep,Female,2025-09-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Commercial,Commercial Analyst,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Finance,Financial Analyst,Male,2026-01-01 00:00:00,3,2,2,0,0,0.6667,0.6667,0.0,0.0
Ireland,Operations,Project Manager,Male,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Technology,Software Engineer,Male,2025-10-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
UK,Technology,Data Analyst,Female,2025-09-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Commercial,Pricing Manager,Male,2025-10-01 00:00:00,25,16,8,1,1,0.64,0.32,0.04,0.04
UK,Supply Chain,Procurement Specialist,Female,2025-10-01 00:00:00,3,2,2,0,0,0.6667,0.6667,0.0,0.0
UK,Supply Chain,Warehouse Manager,Male,2025-04-01 00:00:00,15,11,4,1,1,0.7333,0.2667,0.0667,0.0667
Germany,Operations,Project Manager,Male,2025-06-01 00:00:00,3,3,2,1,1,1.0,0.6667,0.3333,0.3333
France,People,HR Advisor,Male,2025-10-01 00:00:00,5,4,2,2,0,0.8,0.4,0.4,0.0
Germany,Finance,Financial Analyst,Male,2025-12-01 00:00:00,6,4,1,1,1,0.6667,0.1667,0.1667,0.1667
Germany,Customer Support,Customer Support Rep,Male,2025-10-01 00:00:00,7,2,1,1,1,0.2857,0.1429,0.1429,0.1429
UK,People,HR Advisor,Female,2026-03-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
UK,Finance,Accountant,Male,2025-10-01 00:00:00,26,20,12,6,5,0.7692,0.4615,0.2308,0.1923
France,Sales,Account Manager,Male,2025-12-01 00:00:00,6,4,2,1,1,0.6667,0.3333,0.1667,0.1667
France,Finance,Accountant,Male,2025-09-01 00:00:00,2,1,1,1,0,0.5,0.5,0.5,0.0
UK,Supply Chain,Procurement Specialist,Male,2025-10-01 00:00:00,17,8,4,0,0,0.4706,0.2353,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Male,2025-08-01 00:00:00,5,3,3,2,2,0.6,0.6,0.4,0.4
UK,Sales,Account Manager,Male,2025-08-01 00:00:00,20,17,12,6,4,0.85,0.6,0.3,0.2
UK,Operations,Construction Supervisor,Male,2025-09-01 00:00:00,17,13,7,5,5,0.7647,0.4118,0.2941,0.2941
France,Technology,Data Analyst,Male,2026-01-01 00:00:00,6,4,2,0,0,0.6667,0.3333,0.0,0.0
UK,Sales,Account Manager,Male,2026-01-01 00:00:00,28,21,17,6,3,0.75,0.6071,0.2143,0.1071
UK,Operations,Project Manager,Male,2025-10-01 00:00:00,13,9,6,4,4,0.6923,0.4615,0.3077,0.3077
France,Operations,Site Engineer,Male,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Customer Support,Customer Success Manager,Male,2025-10-01 00:00:00,22,14,7,2,2,0.6364,0.3182,0.0909,0.0909
France,Customer Support,Customer Success Manager,Male,2026-03-01 00:00:00,6,5,2,1,1,0.8333,0.3333,0.1667,0.1667
France,Commercial,Pricing Manager,Male,2026-02-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
UK,Commercial,Commercial Analyst,Male,2025-07-01 00:00:00,19,14,9,6,3,0.7368,0.4737,0.3158,0.1579
France,Supply Chain,Procurement Specialist,Male,2026-01-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
Germany,Supply Chain,Procurement Specialist,Female,2025-05-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Finance,Financial Analyst,Male,2026-03-01 00:00:00,4,3,2,0,0,0.75,0.5,0.0,0.0
Germany,Customer Support,Customer Success Manager,Male,2025-10-01 00:00:00,6,5,1,1,1,0.8333,0.1667,0.1667,0.1667
UK,Technology,Software Engineer,Female,2025-05-01 00:00:00,4,4,2,0,0,1.0,0.5,0.0,0.0
Ireland,Supply Chain,Procurement Specialist,Male,2025-08-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2025-10-01 00:00:00,7,5,3,2,2,0.7143,0.4286,0.2857,0.2857
France,Commercial,Commercial Analyst,Male,2025-12-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Customer Support,Customer Support Rep,Female,2025-05-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Netherlands,Finance,Accountant,Male,2026-03-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
Netherlands,Technology,Software Engineer,Male,2025-12-01 00:00:00,2,2,2,2,2,1.0,1.0,1.0,1.0
Ireland,People,HR Advisor,Male,2025-07-01 00:00:00,5,5,3,2,2,1.0,0.6,0.4,0.4
France,Customer Support,Customer Support Rep,Male,2026-02-01 00:00:00,4,3,2,0,0,0.75,0.5,0.0,0.0
UK,Sales,Account Manager,Male,2025-05-01 00:00:00,18,13,8,7,6,0.7222,0.4444,0.3889,0.3333
Ireland,Technology,Software Engineer,Male,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Male,2026-01-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
Ireland,Operations,Site Engineer,Male,2026-02-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Commercial,Pricing Manager,Male,2026-03-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
Netherlands,Supply Chain,Warehouse Manager,Male,2025-07-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
Germany,People,HR Business Partner,Female,2026-02-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
UK,People,HR Advisor,Male,2026-02-01 00:00:00,14,10,4,2,2,0.7143,0.2857,0.1429,0.1429
France,Sales,Sales Executive,Male,2025-11-01 00:00:00,6,6,4,2,2,1.0,0.6667,0.3333,0.3333
UK,Customer Support,Customer Support Rep,Male,2025-04-01 00:00:00,15,12,7,2,2,0.8,0.4667,0.1333,0.1333
Germany,People,HR Business Partner,Male,2026-02-01 00:00:00,7,6,5,1,1,0.8571,0.7143,0.1429,0.1429
Germany,Operations,Construction Supervisor,Male,2025-07-01 00:00:00,6,4,2,0,0,0.6667,0.3333,0.0,0.0
France,Commercial,Pricing Manager,Female,2025-08-01 00:00:00,3,1,1,1,1,0.3333,0.3333,0.3333,0.3333
Germany,Commercial,Pricing Manager,Male,2025-09-01 00:00:00,4,3,3,2,2,0.75,0.75,0.5,0.5
France,Supply Chain,Procurement Specialist,Male,2025-05-01 00:00:00,3,2,2,2,2,0.6667,0.6667,0.6667,0.6667
Netherlands,Technology,Data Analyst,Male,2025-07-01 00:00:00,3,3,3,0,0,1.0,1.0,0.0,0.0
UK,Technology,Software Engineer,Male,2025-09-01 00:00:00,19,15,7,5,4,0.7895,0.3684,0.2632,0.2105
UK,Technology,Data Engineer,Female,2026-03-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,Supply Chain,Procurement Specialist,Male,2025-08-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Netherlands,Technology,Data Engineer,Male,2026-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Supply Chain,Warehouse Manager,Female,2025-11-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
France,Operations,Construction Supervisor,Male,2025-09-01 00:00:00,4,3,1,0,0,0.75,0.25,0.0,0.0
Germany,Sales,Sales Executive,Female,2025-12-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Technology,Software Engineer,Female,2026-01-01 00:00:00,4,3,1,0,0,0.75,0.25,0.0,0.0
France,Operations,Construction Supervisor,Female,2025-06-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Technology,Data Analyst,Male,2025-08-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Male,2025-05-01 00:00:00,4,3,3,0,0,0.75,0.75,0.0,0.0
UK,People,HR Business Partner,Female,2025-08-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
Germany,Sales,Account Manager,Male,2025-12-01 00:00:00,4,1,1,1,1,0.25,0.25,0.25,0.25
Ireland,Commercial,Commercial Analyst,Male,2025-09-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
Germany,Technology,Data Analyst,Male,2025-07-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
UK,Finance,Financial Analyst,Female,2025-07-01 00:00:00,3,3,2,1,1,1.0,0.6667,0.3333,0.3333
Germany,Supply Chain,Warehouse Manager,Male,2025-12-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
Ireland,Technology,Data Analyst,Male,2025-07-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,People,HR Business Partner,Female,2025-05-01 00:00:00,4,4,3,1,1,1.0,0.75,0.25,0.25
France,Supply Chain,Warehouse Manager,Female,2025-06-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Sales,Account Manager,Female,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Commercial,Pricing Manager,Female,2026-03-01 00:00:00,5,5,5,3,3,1.0,1.0,0.6,0.6
France,Technology,Data Analyst,Male,2025-05-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
UK,Supply Chain,Warehouse Manager,Female,2025-11-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Supply Chain,Warehouse Manager,Female,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Commercial,Pricing Manager,Female,2025-06-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
UK,Customer Support,Customer Support Rep,Female,2025-09-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Supply Chain,Procurement Specialist,Male,2025-05-01 00:00:00,2,2,1,1,0,1.0,0.5,0.5,0.0
France,Technology,Software Engineer,Male,2026-02-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Finance,Accountant,Male,2026-02-01 00:00:00,2,2,1,1,0,1.0,0.5,0.5,0.0
UK,Sales,Account Manager,Female,2025-11-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
Ireland,Finance,Financial Analyst,Male,2026-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Supply Chain,Warehouse Manager,Male,2025-07-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Operations,Construction Supervisor,Male,2025-11-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Male,2025-11-01 00:00:00,4,3,1,0,0,0.75,0.25,0.0,0.0
UK,Technology,Software Engineer,Female,2025-08-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
