learning_record_id,employee_id,course_id,course_name,mandatory_flag,assignment_date,due_date,completion_date,completion_status,days_to_complete,overdue_flag,department,country
LRN0002837,EMP01342,C001,Code of Conduct,1,2025-05-26,2025-06-28,2025-05-30,Completed,4.0,0,Commercial,France
LRN0002838,EMP01343,C001,Code of Conduct,1,2025-08-06,2025-09-23,2025-09-02,Completed,27.0,0,Operations,UK
LRN0002839,EMP01344,C001,Code of Conduct,1,2025-10-25,2025-12-12,2025-11-19,Completed,25.0,0,Supply Chain,France
LRN0002840,EMP01344,C006,Advanced Analytics,0,2025-07-01,2025-09-26,,Incomplete,,1,Supply Chain,France
LRN0002841,EMP01345,C003,Data Protection,1,2025-10-30,2025-12-06,2025-11-10,Completed,11.0,0,Sales,UK
LRN0002842,EMP01346,C001,Code of Conduct,1,2025-10-19,2025-11-16,2025-10-26,Completed,7.0,0,Sales,UK
LRN0002843,EMP01346,C005,Stakeholder Management,0,2026-02-02,2026-05-06,2026-02-12,Completed,10.0,0,Sales,UK
LRN0002844,EMP01347,C002,Health and Safety,1,2025-06-18,2025-08-03,2025-06-29,Completed,11.0,0,Customer Support,UK
LRN0002845,EMP01348,C005,Stakeholder Management,0,2025-07-27,2025-10-05,2025-08-06,Completed,10.0,0,Commercial,Germany
LRN0002846,EMP01348,C004,Leadership Essentials,0,2026-03-25,2026-06-03,,Incomplete,,0,Commercial,Germany
LRN0002847,EMP01349,C006,Advanced Analytics,0,2025-01-22,2025-04-23,,Incomplete,,1,Operations,France
LRN0002848,EMP01349,C005,Stakeholder Management,0,2025-12-22,2026-03-26,2026-01-10,Completed,19.0,0,Operations,France
LRN0002849,EMP01349,C004,Leadership Essentials,0,2025-03-15,2025-05-24,2025-05-12,Completed,58.0,0,Operations,France
LRN0002850,EMP01350,C004,Leadership Essentials,0,2025-07-08,2025-10-06,,Incomplete,,1,Operations,UK
LRN0002851,EMP01350,C006,Advanced Analytics,0,2025-12-24,2026-03-27,,Incomplete,,1,Operations,UK
LRN0002852,EMP01351,C002,Health and Safety,1,2025-07-09,2025-08-18,2025-08-09,Completed,31.0,0,Operations,Germany
LRN0002853,EMP01352,C006,Advanced Analytics,0,2025-12-21,2026-03-24,2026-01-06,Completed,16.0,0,People,UK
LRN0002854,EMP01352,C005,Stakeholder Management,0,2025-12-14,2026-03-07,,Incomplete,,1,People,UK
LRN0002855,EMP01352,C004,Leadership Essentials,0,2026-02-25,2026-05-17,2026-03-02,Completed,5.0,0,People,UK
LRN0002856,EMP01352,C003,Data Protection,1,2025-07-16,2025-09-04,2025-07-20,Completed,4.0,0,People,UK
LRN0002857,EMP01353,C003,Data Protection,1,2025-10-14,2025-11-27,,Incomplete,,1,Operations,France
LRN0002858,EMP01353,C005,Stakeholder Management,0,2025-09-20,2025-12-16,,Incomplete,,1,Operations,France
LRN0002859,EMP01354,C006,Advanced Analytics,0,2025-09-30,2025-12-30,,Incomplete,,1,Supply Chain,Germany
LRN0002860,EMP01354,C005,Stakeholder Management,0,2025-05-20,2025-08-04,,Incomplete,,1,Supply Chain,Germany
LRN0002861,EMP01354,C004,Leadership Essentials,0,2025-07-18,2025-10-07,,Incomplete,,1,Supply Chain,Germany
LRN0002862,EMP01355,C002,Health and Safety,1,2025-05-02,2025-06-15,,Incomplete,,1,Operations,UK
LRN0002863,EMP01355,C006,Advanced Analytics,0,2025-07-04,2025-10-07,,Incomplete,,1,Operations,UK
LRN0002864,EMP01356,C002,Health and Safety,1,2025-09-14,2025-10-16,,Incomplete,,1,Operations,UK
LRN0002865,EMP01356,C006,Advanced Analytics,0,2025-07-03,2025-09-24,,Incomplete,,1,Operations,UK
LRN0002866,EMP01357,C005,Stakeholder Management,0,2025-10-05,2025-12-19,,Incomplete,,1,Technology,France
LRN0002867,EMP01358,C003,Data Protection,1,2025-12-04,2026-01-01,,Incomplete,,1,Technology,UK
LRN0002868,EMP01358,C005,Stakeholder Management,0,2025-12-02,2026-02-19,,Incomplete,,1,Technology,UK
LRN0002869,EMP01358,C006,Advanced Analytics,0,2025-05-13,2025-08-01,,Incomplete,,1,Technology,UK
LRN0002870,EMP01359,C003,Data Protection,1,2025-05-09,2025-06-23,,Incomplete,,1,Operations,UK
LRN0002871,EMP01359,C004,Leadership Essentials,0,2025-05-10,2025-07-21,2025-06-06,Completed,27.0,0,Operations,UK
LRN0002872,EMP01359,C006,Advanced Analytics,0,2025-11-12,2026-01-22,,Incomplete,,1,Operations,UK
LRN0002873,EMP01360,C003,Data Protection,1,2025-11-17,2025-12-24,2025-12-03,Completed,16.0,0,Sales,Netherlands
LRN0002874,EMP01360,C005,Stakeholder Management,0,2025-10-06,2026-01-05,2025-10-28,Completed,22.0,0,Sales,Netherlands
LRN0002875,EMP01360,C006,Advanced Analytics,0,2026-03-20,2026-06-03,2026-03-31,Completed,11.0,0,Sales,Netherlands
LRN0002876,EMP01360,C004,Leadership Essentials,0,2025-03-27,2025-06-13,2025-04-28,Completed,32.0,0,Sales,Netherlands
LRN0002877,EMP01361,C002,Health and Safety,1,2025-03-03,2025-04-06,2025-03-11,Completed,8.0,0,Technology,UK
LRN0002878,EMP01361,C005,Stakeholder Management,0,2025-09-25,2025-12-16,2025-10-10,Completed,15.0,0,Technology,UK
LRN0002879,EMP01361,C006,Advanced Analytics,0,2026-01-08,2026-04-05,2026-01-11,Completed,3.0,0,Technology,UK
LRN0002880,EMP01361,C004,Leadership Essentials,0,2025-07-30,2025-10-17,2025-08-07,Completed,8.0,0,Technology,UK
LRN0002881,EMP01362,C001,Code of Conduct,1,2025-10-27,2025-11-30,2025-11-14,Completed,18.0,0,Commercial,Netherlands
LRN0002882,EMP01362,C005,Stakeholder Management,0,2025-07-12,2025-10-09,2025-08-11,Completed,30.0,0,Commercial,Netherlands
LRN0002883,EMP01363,C003,Data Protection,1,2025-08-19,2025-09-19,,Incomplete,,1,Supply Chain,UK
LRN0002884,EMP01364,C003,Data Protection,1,2025-10-07,2025-11-19,2025-11-15,Completed,39.0,0,Operations,Germany
LRN0002885,EMP01364,C006,Advanced Analytics,0,2025-10-26,2026-01-07,2025-11-25,Completed,30.0,0,Operations,Germany
LRN0002886,EMP01364,C005,Stakeholder Management,0,2025-07-02,2025-10-05,,Incomplete,,1,Operations,Germany
LRN0002887,EMP01365,C005,Stakeholder Management,0,2025-07-26,2025-10-11,2025-08-21,Completed,26.0,0,Operations,UK
LRN0002888,EMP01366,C003,Data Protection,1,2025-09-09,2025-10-21,2025-10-09,Completed,30.0,0,Operations,UK
LRN0002889,EMP01366,C004,Leadership Essentials,0,2026-01-07,2026-03-24,2026-01-23,Completed,16.0,0,Operations,UK
LRN0002890,EMP01367,C002,Health and Safety,1,2025-01-04,2025-02-08,,Incomplete,,1,Operations,UK
LRN0002891,EMP01367,C005,Stakeholder Management,0,2025-04-28,2025-07-07,,Incomplete,,1,Operations,UK
LRN0002892,EMP01367,C006,Advanced Analytics,0,2025-03-24,2025-06-27,,Incomplete,,1,Operations,UK
LRN0002893,EMP01368,C001,Code of Conduct,1,2025-05-07,2025-06-13,2025-05-16,Completed,9.0,0,Finance,Netherlands
LRN0002894,EMP01368,C005,Stakeholder Management,0,2026-01-02,2026-03-22,2026-01-06,Completed,4.0,0,Finance,Netherlands
LRN0002895,EMP01368,C004,Leadership Essentials,0,2025-03-09,2025-06-11,2025-03-12,Completed,3.0,0,Finance,Netherlands
LRN0002896,EMP01369,C001,Code of Conduct,1,2025-04-09,2025-05-28,,Incomplete,,1,Supply Chain,France
LRN0002897,EMP01370,C003,Data Protection,1,2025-10-05,2025-11-03,2025-10-25,Completed,20.0,0,Customer Support,France
LRN0002898,EMP01370,C006,Advanced Analytics,0,2026-01-08,2026-03-25,2026-01-28,Completed,20.0,0,Customer Support,France
LRN0002899,EMP01371,C004,Leadership Essentials,0,2025-09-01,2025-11-25,,Incomplete,,1,Operations,Germany
LRN0002900,EMP01372,C006,Advanced Analytics,0,2026-02-14,2026-05-08,,Incomplete,,0,Operations,Netherlands
LRN0002901,EMP01372,C005,Stakeholder Management,0,2025-10-04,2025-12-19,2025-10-18,Completed,14.0,0,Operations,Netherlands
LRN0002902,EMP01372,C004,Leadership Essentials,0,2025-04-17,2025-06-30,,Incomplete,,1,Operations,Netherlands
LRN0002903,EMP01373,C001,Code of Conduct,1,2025-09-04,2025-10-09,2025-09-20,Completed,16.0,0,Supply Chain,Netherlands
LRN0002904,EMP01373,C004,Leadership Essentials,0,2025-06-22,2025-09-17,,Incomplete,,1,Supply Chain,Netherlands
LRN0002905,EMP01373,C006,Advanced Analytics,0,2025-03-03,2025-05-25,2025-03-20,Completed,17.0,0,Supply Chain,Netherlands
LRN0002906,EMP01373,C005,Stakeholder Management,0,2025-02-13,2025-05-03,2025-02-20,Completed,7.0,0,Supply Chain,Netherlands
LRN0002907,EMP01374,C004,Leadership Essentials,0,2025-01-15,2025-04-03,2025-02-18,Completed,34.0,0,Sales,UK
LRN0002908,EMP01375,C001,Code of Conduct,1,2025-07-05,2025-08-17,2025-08-15,Completed,41.0,0,Supply Chain,Ireland
LRN0002909,EMP01375,C005,Stakeholder Management,0,2025-07-25,2025-10-12,,Incomplete,,1,Supply Chain,Ireland
LRN0002910,EMP01376,C003,Data Protection,1,2025-06-21,2025-08-08,,Incomplete,,1,Operations,UK
LRN0002911,EMP01376,C006,Advanced Analytics,0,2025-02-06,2025-04-22,,Incomplete,,1,Operations,UK
LRN0002912,EMP01377,C002,Health and Safety,1,2025-04-27,2025-06-01,,Incomplete,,1,Operations,Netherlands
LRN0002913,EMP01377,C004,Leadership Essentials,0,2025-01-23,2025-04-19,,Incomplete,,1,Operations,Netherlands
LRN0002914,EMP01377,C006,Advanced Analytics,0,2025-04-30,2025-07-12,2025-05-13,Completed,13.0,0,Operations,Netherlands
LRN0002915,EMP01378,C005,Stakeholder Management,0,2025-09-29,2025-12-29,2025-10-09,Completed,10.0,0,People,UK
LRN0002916,EMP01378,C006,Advanced Analytics,0,2025-07-06,2025-10-04,2025-07-21,Completed,15.0,0,People,UK
LRN0002917,EMP01378,C004,Leadership Essentials,0,2025-01-05,2025-03-30,2025-01-17,Completed,12.0,0,People,UK
LRN0002918,EMP01378,C003,Data Protection,1,2025-11-15,2026-01-04,2025-11-17,Completed,2.0,0,People,UK
LRN0002919,EMP01379,C003,Data Protection,1,2025-10-20,2025-12-06,,Incomplete,,1,Operations,UK
LRN0002920,EMP01379,C004,Leadership Essentials,0,2025-12-09,2026-02-27,,Incomplete,,1,Operations,UK
LRN0002921,EMP01379,C005,Stakeholder Management,0,2025-07-26,2025-10-16,2025-09-13,Completed,49.0,0,Operations,UK
LRN0002922,EMP01379,C006,Advanced Analytics,0,2026-02-02,2026-04-21,,Incomplete,,0,Operations,UK
LRN0002923,EMP01380,C004,Leadership Essentials,0,2025-07-30,2025-10-24,,Incomplete,,1,Sales,UK
LRN0002924,EMP01380,C005,Stakeholder Management,0,2025-12-06,2026-02-17,2025-12-10,Completed,4.0,0,Sales,UK
LRN0002925,EMP01380,C006,Advanced Analytics,0,2025-12-29,2026-03-09,2026-01-28,Completed,30.0,0,Sales,UK
LRN0002926,EMP01381,C001,Code of Conduct,1,2025-04-22,2025-05-18,,Incomplete,,1,Supply Chain,Germany
LRN0002927,EMP01382,C002,Health and Safety,1,2025-07-07,2025-08-07,,Incomplete,,1,Sales,Germany
LRN0002928,EMP01383,C001,Code of Conduct,1,2025-03-15,2025-04-16,2025-04-11,Completed,27.0,0,Operations,Netherlands
LRN0002929,EMP01383,C004,Leadership Essentials,0,2025-09-01,2025-11-18,,Incomplete,,1,Operations,Netherlands
LRN0002930,EMP01383,C005,Stakeholder Management,0,2025-04-27,2025-07-26,2025-05-16,Completed,19.0,0,Operations,Netherlands
LRN0002931,EMP01384,C001,Code of Conduct,1,2025-03-15,2025-04-25,,Incomplete,,1,Operations,UK
LRN0002932,EMP01384,C004,Leadership Essentials,0,2025-07-18,2025-10-12,,Incomplete,,1,Operations,UK
LRN0002933,EMP01384,C006,Advanced Analytics,0,2025-04-09,2025-06-18,2025-04-23,Completed,14.0,0,Operations,UK
LRN0002934,EMP01385,C003,Data Protection,1,2026-03-08,2026-04-07,2026-03-18,Completed,10.0,0,Customer Support,UK
LRN0002935,EMP01385,C004,Leadership Essentials,0,2025-11-13,2026-02-08,,Incomplete,,1,Customer Support,UK
LRN0002936,EMP01385,C006,Advanced Analytics,0,2025-01-10,2025-04-01,,Incomplete,,1,Customer Support,UK
LRN0002937,EMP01386,C002,Health and Safety,1,2026-01-16,2026-02-10,,Incomplete,,1,Supply Chain,Germany
LRN0002938,EMP01387,C001,Code of Conduct,1,2025-02-23,2025-04-03,2025-03-04,Completed,9.0,0,Commercial,UK
LRN0002939,EMP01387,C004,Leadership Essentials,0,2025-05-22,2025-08-04,2025-05-27,Completed,5.0,0,Commercial,UK
LRN0002940,EMP01388,C001,Code of Conduct,1,2025-06-29,2025-08-09,,Incomplete,,1,Operations,UK
LRN0002941,EMP01388,C005,Stakeholder Management,0,2026-01-12,2026-04-06,,Incomplete,,0,Operations,UK
LRN0002942,EMP01388,C004,Leadership Essentials,0,2025-05-06,2025-07-21,,Incomplete,,1,Operations,UK
LRN0002943,EMP01389,C005,Stakeholder Management,0,2026-01-07,2026-03-26,2026-01-27,Completed,20.0,0,Customer Support,UK
LRN0002944,EMP01389,C004,Leadership Essentials,0,2025-12-03,2026-02-21,2025-12-14,Completed,11.0,0,Customer Support,UK
LRN0002945,EMP01389,C006,Advanced Analytics,0,2025-08-14,2025-10-31,,Incomplete,,1,Customer Support,UK
LRN0002946,EMP01390,C003,Data Protection,1,2025-01-14,2025-02-20,2025-01-20,Completed,6.0,0,Customer Support,Germany
LRN0002947,EMP01390,C005,Stakeholder Management,0,2025-01-29,2025-04-17,2025-02-24,Completed,26.0,0,Customer Support,Germany
LRN0002948,EMP01391,C001,Code of Conduct,1,2025-05-27,2025-07-09,2025-06-06,Completed,10.0,0,Operations,UK
LRN0002949,EMP01391,C004,Leadership Essentials,0,2025-12-23,2026-03-24,,Incomplete,,1,Operations,UK
LRN0002950,EMP01391,C006,Advanced Analytics,0,2025-12-07,2026-02-21,,Incomplete,,1,Operations,UK
LRN0002951,EMP01392,C002,Health and Safety,1,2025-12-15,2026-01-29,2025-12-22,Completed,7.0,0,Finance,France
LRN0002952,EMP01392,C004,Leadership Essentials,0,2025-07-06,2025-09-14,2025-07-16,Completed,10.0,0,Finance,France
LRN0002953,EMP01392,C005,Stakeholder Management,0,2025-06-12,2025-08-30,2025-07-02,Completed,20.0,0,Finance,France
LRN0002954,EMP01392,C006,Advanced Analytics,0,2025-08-14,2025-11-12,2025-09-01,Completed,18.0,0,Finance,France
LRN0002955,EMP01393,C003,Data Protection,1,2026-01-30,2026-03-07,2026-02-06,Completed,7.0,0,Customer Support,Germany
LRN0002956,EMP01393,C004,Leadership Essentials,0,2026-03-20,2026-06-14,2026-03-31,Completed,11.0,0,Customer Support,Germany
LRN0002957,EMP01394,C002,Health and Safety,1,2026-01-04,2026-02-15,2026-01-22,Completed,18.0,0,Supply Chain,Germany
LRN0002958,EMP01394,C004,Leadership Essentials,0,2025-06-28,2025-09-06,2025-07-17,Completed,19.0,0,Supply Chain,Germany
LRN0002959,EMP01394,C006,Advanced Analytics,0,2025-08-26,2025-11-13,,Incomplete,,1,Supply Chain,Germany
LRN0002960,EMP01395,C003,Data Protection,1,2026-01-11,2026-02-14,2026-02-09,Completed,29.0,0,Supply Chain,France
LRN0002961,EMP01395,C005,Stakeholder Management,0,2025-05-18,2025-08-17,2025-07-03,Completed,46.0,0,Supply Chain,France
LRN0002962,EMP01396,C006,Advanced Analytics,0,2026-03-22,2026-06-17,2026-03-31,Completed,9.0,0,Technology,UK
LRN0002963,EMP01396,C004,Leadership Essentials,0,2025-01-02,2025-03-31,2025-01-27,Completed,25.0,0,Technology,UK
LRN0002964,EMP01397,C003,Data Protection,1,2025-05-02,2025-06-21,2025-05-04,Completed,2.0,0,Finance,UK
LRN0002965,EMP01397,C004,Leadership Essentials,0,2025-05-15,2025-08-15,2025-06-03,Completed,19.0,0,Finance,UK
LRN0002966,EMP01397,C005,Stakeholder Management,0,2025-07-01,2025-10-01,2025-07-10,Completed,9.0,0,Finance,UK
LRN0002967,EMP01398,C003,Data Protection,1,2025-08-11,2025-09-09,2025-08-31,Completed,20.0,0,Supply Chain,Germany
LRN0002968,EMP01398,C005,Stakeholder Management,0,2025-12-10,2026-02-21,,Incomplete,,1,Supply Chain,Germany
LRN0002969,EMP01399,C003,Data Protection,1,2025-12-11,2026-01-26,,Incomplete,,1,Supply Chain,UK
LRN0002970,EMP01400,C001,Code of Conduct,1,2025-07-09,2025-08-26,2025-08-24,Completed,46.0,0,Operations,Ireland
LRN0002971,EMP01400,C006,Advanced Analytics,0,2025-11-04,2026-02-05,,Incomplete,,1,Operations,Ireland
LRN0002972,EMP01400,C004,Leadership Essentials,0,2026-02-14,2026-04-28,2026-02-27,Completed,13.0,0,Operations,Ireland
LRN0002973,EMP01400,C005,Stakeholder Management,0,2025-02-24,2025-05-05,,Incomplete,,1,Operations,Ireland
LRN0002974,EMP01401,C005,Stakeholder Management,0,2025-01-02,2025-03-15,,Incomplete,,1,Supply Chain,Germany
LRN0002975,EMP01401,C006,Advanced Analytics,0,2025-04-29,2025-07-16,,Incomplete,,1,Supply Chain,Germany
LRN0002976,EMP01402,C003,Data Protection,1,2025-10-01,2025-11-18,2025-10-06,Completed,5.0,0,People,UK
LRN0002977,EMP01402,C006,Advanced Analytics,0,2025-02-28,2025-05-21,2025-03-14,Completed,14.0,0,People,UK
LRN0002978,EMP01403,C003,Data Protection,1,2025-07-04,2025-07-30,,Incomplete,,1,Operations,UK
LRN0002979,EMP01403,C005,Stakeholder Management,0,2026-02-23,2026-05-08,2026-03-19,Completed,24.0,0,Operations,UK
LRN0002980,EMP01404,C005,Stakeholder Management,0,2025-05-07,2025-07-27,2025-06-30,Completed,54.0,0,Operations,UK
LRN0002981,EMP01404,C006,Advanced Analytics,0,2025-07-25,2025-10-18,,Incomplete,,1,Operations,UK
LRN0002982,EMP01404,C004,Leadership Essentials,0,2025-04-01,2025-06-25,,Incomplete,,1,Operations,UK
LRN0002983,EMP01405,C003,Data Protection,1,2026-01-28,2026-03-02,2026-02-18,Completed,21.0,0,Commercial,France
LRN0002984,EMP01405,C005,Stakeholder Management,0,2025-12-04,2026-02-12,,Incomplete,,1,Commercial,France
LRN0002985,EMP01405,C004,Leadership Essentials,0,2026-01-26,2026-04-16,2026-02-17,Completed,22.0,0,Commercial,France
LRN0002986,EMP01406,C001,Code of Conduct,1,2025-04-05,2025-05-03,2025-05-07,Completed,32.0,0,Supply Chain,UK
LRN0002987,EMP01406,C005,Stakeholder Management,0,2025-05-13,2025-08-06,,Incomplete,,1,Supply Chain,UK
LRN0002988,EMP01406,C006,Advanced Analytics,0,2026-02-16,2026-05-01,,Incomplete,,0,Supply Chain,UK
LRN0002989,EMP01406,C004,Leadership Essentials,0,2025-09-18,2025-12-15,,Incomplete,,1,Supply Chain,UK
LRN0002990,EMP01407,C003,Data Protection,1,2025-12-03,2026-01-10,,Incomplete,,1,Supply Chain,Germany
LRN0002991,EMP01407,C005,Stakeholder Management,0,2025-12-17,2026-02-27,,Incomplete,,1,Supply Chain,Germany
LRN0002992,EMP01408,C001,Code of Conduct,1,2025-06-14,2025-07-22,2025-06-25,Completed,11.0,0,Operations,UK
LRN0002993,EMP01408,C005,Stakeholder Management,0,2026-02-12,2026-05-01,,Incomplete,,0,Operations,UK
LRN0002994,EMP01409,C003,Data Protection,1,2025-03-23,2025-04-27,,Incomplete,,1,Supply Chain,France
LRN0002995,EMP01409,C006,Advanced Analytics,0,2025-06-02,2025-08-31,,Incomplete,,1,Supply Chain,France
LRN0002996,EMP01409,C005,Stakeholder Management,0,2026-01-13,2026-04-18,,Incomplete,,0,Supply Chain,France
LRN0002997,EMP01410,C004,Leadership Essentials,0,2025-02-21,2025-05-08,2025-03-11,Completed,18.0,0,Supply Chain,UK
LRN0002998,EMP01410,C005,Stakeholder Management,0,2026-01-17,2026-04-16,2026-02-28,Completed,42.0,0,Supply Chain,UK
LRN0002999,EMP01411,C003,Data Protection,1,2026-03-13,2026-04-18,2026-03-22,Completed,9.0,0,Technology,UK
LRN0003000,EMP01411,C006,Advanced Analytics,0,2025-04-06,2025-06-26,2025-04-15,Completed,9.0,0,Technology,UK
LRN0003001,EMP01411,C004,Leadership Essentials,0,2026-03-16,2026-05-31,,Incomplete,,0,Technology,UK
LRN0003002,EMP01411,C005,Stakeholder Management,0,2026-03-25,2026-06-23,,Incomplete,,0,Technology,UK
LRN0003003,EMP01412,C003,Data Protection,1,2025-10-09,2025-11-09,,Incomplete,,1,Operations,Netherlands
LRN0003004,EMP01412,C004,Leadership Essentials,0,2025-04-02,2025-07-03,2025-05-10,Completed,38.0,0,Operations,Netherlands
LRN0003005,EMP01412,C005,Stakeholder Management,0,2026-03-03,2026-05-24,,Incomplete,,0,Operations,Netherlands
LRN0003006,EMP01413,C005,Stakeholder Management,0,2025-07-16,2025-09-28,2025-08-04,Completed,19.0,0,Technology,Germany
LRN0003007,EMP01413,C006,Advanced Analytics,0,2026-03-18,2026-06-08,,Incomplete,,0,Technology,Germany
LRN0003008,EMP01414,C002,Health and Safety,1,2025-01-13,2025-02-20,,Incomplete,,1,Sales,France
LRN0003009,EMP01415,C003,Data Protection,1,2025-07-05,2025-08-09,2025-07-08,Completed,3.0,0,People,UK
LRN0003010,EMP01415,C006,Advanced Analytics,0,2025-08-13,2025-11-04,2025-08-19,Completed,6.0,0,People,UK
LRN0003011,EMP01415,C005,Stakeholder Management,0,2025-03-31,2025-06-16,2025-04-16,Completed,16.0,0,People,UK
LRN0003012,EMP01415,C004,Leadership Essentials,0,2025-12-03,2026-03-07,,Incomplete,,1,People,UK
LRN0003013,EMP01416,C001,Code of Conduct,1,2025-04-22,2025-05-29,2025-04-27,Completed,5.0,0,Technology,France
LRN0003014,EMP01416,C006,Advanced Analytics,0,2025-02-11,2025-05-01,2025-02-27,Completed,16.0,0,Technology,France
LRN0003015,EMP01417,C001,Code of Conduct,1,2025-11-17,2025-12-16,2025-12-15,Completed,28.0,0,Supply Chain,Netherlands
LRN0003016,EMP01417,C004,Leadership Essentials,0,2025-10-19,2026-01-18,2025-11-25,Completed,37.0,0,Supply Chain,Netherlands
LRN0003017,EMP01417,C005,Stakeholder Management,0,2025-07-09,2025-10-10,2025-08-27,Completed,49.0,0,Supply Chain,Netherlands
LRN0003018,EMP01418,C003,Data Protection,1,2025-08-16,2025-09-17,2025-09-25,Completed,40.0,0,Supply Chain,Germany
LRN0003019,EMP01418,C004,Leadership Essentials,0,2025-08-30,2025-11-15,2025-09-07,Completed,8.0,0,Supply Chain,Germany
LRN0003020,EMP01419,C002,Health and Safety,1,2025-05-21,2025-06-22,,Incomplete,,1,Sales,UK
LRN0003021,EMP01420,C003,Data Protection,1,2025-09-15,2025-10-22,2025-09-20,Completed,5.0,0,Finance,Germany
LRN0003022,EMP01420,C005,Stakeholder Management,0,2026-02-14,2026-05-12,,Incomplete,,0,Finance,Germany
LRN0003023,EMP01420,C004,Leadership Essentials,0,2025-02-07,2025-05-05,2025-02-12,Completed,5.0,0,Finance,Germany
LRN0003024,EMP01421,C002,Health and Safety,1,2026-01-18,2026-02-24,2026-02-26,Completed,39.0,0,Supply Chain,France
LRN0003025,EMP01422,C003,Data Protection,1,2025-07-08,2025-08-14,,Incomplete,,1,Operations,France
LRN0003026,EMP01423,C003,Data Protection,1,2025-09-03,2025-10-14,2025-09-16,Completed,13.0,0,Operations,UK
LRN0003027,EMP01423,C004,Leadership Essentials,0,2025-06-17,2025-09-04,,Incomplete,,1,Operations,UK
LRN0003028,EMP01424,C002,Health and Safety,1,2025-10-22,2025-11-18,2025-10-28,Completed,6.0,0,Commercial,Germany
LRN0003029,EMP01425,C003,Data Protection,1,2025-07-02,2025-08-18,,Incomplete,,1,Supply Chain,Ireland
LRN0003030,EMP01425,C005,Stakeholder Management,0,2026-02-09,2026-04-24,,Incomplete,,0,Supply Chain,Ireland
LRN0003031,EMP01425,C006,Advanced Analytics,0,2025-02-16,2025-05-20,,Incomplete,,1,Supply Chain,Ireland
