survey_id,employee_id,survey_date,country,department,engagement_score,wellbeing_score,manager_support_score,career_growth_score,inclusion_score,intent_to_leave_flag
SRV0003680,EMP01227,2025-09-30,France,Supply Chain,45.0,37.9,63.9,43.4,57.1,1
SRV0003681,EMP01227,2026-03-31,France,Supply Chain,41.7,39.3,57.5,51.1,53.0,0
SRV0003682,EMP01228,2025-03-31,France,Operations,50.3,49.1,56.1,51.6,54.3,0
SRV0003683,EMP01228,2025-09-30,France,Operations,60.6,48.8,46.2,47.2,63.1,0
SRV0003684,EMP01228,2026-03-31,France,Operations,49.4,43.8,49.0,55.6,59.8,1
SRV0003685,EMP01229,2025-03-31,France,Supply Chain,47.3,41.3,62.0,45.3,63.6,1
SRV0003686,EMP01229,2025-09-30,France,Supply Chain,50.9,47.6,63.8,42.1,59.0,1
SRV0003687,EMP01229,2026-03-31,France,Supply Chain,51.8,42.5,62.2,50.5,53.8,0
SRV0003688,EMP01230,2025-03-31,UK,Operations,57.7,56.5,55.0,49.5,56.1,1
SRV0003689,EMP01230,2025-09-30,UK,Operations,61.2,51.2,56.2,45.1,60.9,0
SRV0003690,EMP01230,2026-03-31,UK,Operations,50.4,52.2,62.2,53.1,58.5,0
SRV0003691,EMP01231,2025-03-31,UK,Supply Chain,71.0,61.5,60.9,59.7,62.4,0
SRV0003692,EMP01231,2025-09-30,UK,Supply Chain,65.0,58.4,67.7,53.4,62.3,0
SRV0003693,EMP01231,2026-03-31,UK,Supply Chain,65.5,48.0,65.2,58.6,65.6,1
SRV0003694,EMP01232,2025-03-31,UK,Supply Chain,51.5,38.1,55.9,51.1,50.9,0
SRV0003695,EMP01232,2025-09-30,UK,Supply Chain,43.9,32.5,57.7,43.1,53.0,1
SRV0003696,EMP01232,2026-03-31,UK,Supply Chain,46.0,37.1,50.5,56.7,57.9,1
SRV0003697,EMP01233,2025-03-31,UK,Customer Support,53.0,49.1,58.5,51.0,69.0,0
SRV0003698,EMP01233,2025-09-30,UK,Customer Support,57.2,43.9,69.3,42.2,64.1,0
SRV0003699,EMP01233,2026-03-31,UK,Customer Support,57.5,42.2,69.7,45.5,58.4,0
SRV0003700,EMP01234,2025-03-31,Netherlands,Supply Chain,75.3,59.9,66.4,58.4,68.3,0
SRV0003701,EMP01234,2025-09-30,Netherlands,Supply Chain,67.9,67.1,66.0,70.7,65.4,0
SRV0003702,EMP01234,2026-03-31,Netherlands,Supply Chain,63.4,62.2,58.1,67.6,69.1,1
SRV0003703,EMP01235,2025-03-31,UK,Operations,51.3,46.4,62.6,50.6,61.9,1
SRV0003704,EMP01235,2025-09-30,UK,Operations,42.3,37.9,50.6,44.0,64.8,0
SRV0003705,EMP01235,2026-03-31,UK,Operations,36.0,44.1,49.3,49.9,61.7,0
SRV0003706,EMP01236,2025-03-31,France,People,78.7,60.5,71.6,66.8,69.7,0
SRV0003707,EMP01236,2025-09-30,France,People,77.4,77.3,77.2,60.7,72.9,0
SRV0003708,EMP01236,2026-03-31,France,People,76.9,71.1,83.9,74.7,73.2,0
SRV0003709,EMP01237,2025-03-31,UK,Supply Chain,47.7,44.1,62.5,53.3,60.0,1
SRV0003710,EMP01237,2025-09-30,UK,Supply Chain,49.7,42.0,53.9,42.8,67.0,1
SRV0003711,EMP01237,2026-03-31,UK,Supply Chain,41.2,48.6,53.0,52.7,67.4,1
SRV0003712,EMP01238,2025-03-31,UK,Supply Chain,57.9,54.2,68.6,53.3,56.5,0
SRV0003713,EMP01238,2025-09-30,UK,Supply Chain,63.8,57.7,61.6,57.1,68.7,0
SRV0003714,EMP01238,2026-03-31,UK,Supply Chain,56.8,44.4,56.4,51.5,56.8,1
SRV0003715,EMP01239,2025-03-31,UK,Commercial,85.0,74.3,73.1,73.1,70.2,0
SRV0003716,EMP01239,2025-09-30,UK,Commercial,84.3,77.2,73.0,73.0,68.9,0
SRV0003717,EMP01239,2026-03-31,UK,Commercial,72.9,78.5,65.4,66.8,62.5,0
SRV0003718,EMP01240,2025-03-31,UK,Customer Support,65.3,59.2,67.9,62.3,63.3,0
SRV0003719,EMP01240,2025-09-30,UK,Customer Support,71.2,61.2,70.2,58.9,69.1,0
SRV0003720,EMP01240,2026-03-31,UK,Customer Support,58.6,58.1,61.4,52.3,64.0,0
SRV0003721,EMP01241,2025-03-31,Germany,Customer Support,39.6,33.9,60.8,49.3,61.0,1
SRV0003722,EMP01241,2025-09-30,Germany,Customer Support,52.2,48.9,52.5,45.5,62.2,1
SRV0003723,EMP01241,2026-03-31,Germany,Customer Support,52.3,35.7,60.0,43.1,58.0,1
SRV0003724,EMP01242,2025-03-31,Netherlands,Operations,63.0,53.1,66.5,54.0,70.2,0
SRV0003725,EMP01242,2025-09-30,Netherlands,Operations,67.3,51.8,55.5,55.2,67.3,0
SRV0003726,EMP01242,2026-03-31,Netherlands,Operations,51.5,49.4,62.4,47.9,70.5,0
SRV0003727,EMP01243,2025-03-31,UK,Finance,94.6,82.9,77.3,70.5,73.6,0
SRV0003728,EMP01243,2025-09-30,UK,Finance,90.4,76.4,70.8,72.8,79.1,0
SRV0003729,EMP01243,2026-03-31,UK,Finance,90.3,73.9,82.5,70.7,78.1,0
SRV0003730,EMP01244,2025-03-31,France,Operations,48.9,49.8,50.9,45.5,53.1,1
SRV0003731,EMP01244,2025-09-30,France,Operations,47.8,39.0,60.7,50.1,53.0,1
SRV0003732,EMP01244,2026-03-31,France,Operations,41.6,38.3,50.7,37.8,57.9,1
SRV0003733,EMP01245,2025-03-31,Netherlands,Commercial,84.8,80.6,67.4,78.0,69.7,0
SRV0003734,EMP01245,2025-09-30,Netherlands,Commercial,89.6,70.2,78.3,67.7,67.6,0
SRV0003735,EMP01245,2026-03-31,Netherlands,Commercial,87.7,72.4,69.3,76.0,74.3,0
SRV0003736,EMP01246,2025-03-31,UK,Operations,63.2,52.4,64.9,53.5,56.9,1
SRV0003737,EMP01246,2025-09-30,UK,Operations,69.0,60.6,58.9,52.6,58.7,0
SRV0003738,EMP01246,2026-03-31,UK,Operations,61.9,59.6,53.6,52.5,67.1,0
SRV0003739,EMP01247,2025-03-31,UK,Sales,74.0,68.4,64.7,61.1,66.6,1
SRV0003740,EMP01247,2025-09-30,UK,Sales,73.1,65.6,61.6,58.4,67.4,0
SRV0003741,EMP01247,2026-03-31,UK,Sales,75.7,70.4,67.9,73.1,67.8,0
SRV0003742,EMP01248,2025-03-31,France,Operations,27.9,30.5,49.0,48.3,45.6,1
SRV0003743,EMP01248,2025-09-30,France,Operations,39.1,25.0,42.4,44.5,58.3,1
SRV0003744,EMP01248,2026-03-31,France,Operations,22.6,21.4,41.1,46.9,53.1,0
SRV0003745,EMP01249,2025-03-31,Germany,Operations,38.3,46.5,49.3,45.6,55.8,1
SRV0003746,EMP01249,2025-09-30,Germany,Operations,45.1,37.9,53.9,51.5,59.9,0
SRV0003747,EMP01249,2026-03-31,Germany,Operations,43.2,27.5,52.0,46.0,58.3,1
SRV0003748,EMP01250,2025-03-31,UK,Operations,59.8,60.0,54.9,53.9,56.3,0
SRV0003749,EMP01250,2025-09-30,UK,Operations,59.4,57.8,58.2,61.4,57.5,0
SRV0003750,EMP01250,2026-03-31,UK,Operations,58.3,42.1,58.5,62.5,67.5,1
SRV0003751,EMP01251,2025-03-31,France,Finance,70.3,65.4,67.5,71.0,71.2,0
SRV0003752,EMP01251,2025-09-30,France,Finance,81.7,64.2,67.1,69.6,64.4,0
SRV0003753,EMP01251,2026-03-31,France,Finance,78.4,74.7,77.0,68.9,71.7,0
SRV0003754,EMP01252,2025-03-31,UK,Customer Support,71.3,64.1,64.4,57.3,70.4,0
SRV0003755,EMP01252,2025-09-30,UK,Customer Support,66.2,63.8,64.4,59.3,65.0,0
SRV0003756,EMP01252,2026-03-31,UK,Customer Support,67.4,67.4,65.0,64.8,67.9,0
SRV0003757,EMP01253,2025-03-31,UK,Technology,64.5,73.1,66.2,70.3,65.9,1
SRV0003758,EMP01253,2025-09-30,UK,Technology,63.8,59.3,71.5,61.1,63.0,0
SRV0003759,EMP01253,2026-03-31,UK,Technology,72.2,61.5,68.8,59.9,70.6,0
SRV0003760,EMP01254,2025-03-31,Netherlands,Customer Support,73.0,66.3,70.8,56.1,63.3,0
SRV0003761,EMP01254,2025-09-30,Netherlands,Customer Support,76.6,66.2,74.6,65.5,65.2,1
SRV0003762,EMP01254,2026-03-31,Netherlands,Customer Support,64.1,69.7,69.7,66.2,73.0,0
SRV0003763,EMP01255,2025-03-31,Netherlands,Sales,77.1,68.6,70.9,70.5,73.5,0
SRV0003764,EMP01255,2025-09-30,Netherlands,Sales,72.6,56.2,75.9,62.2,75.5,0
SRV0003765,EMP01255,2026-03-31,Netherlands,Sales,73.7,57.9,65.2,70.2,67.5,0
SRV0003766,EMP01256,2025-03-31,UK,Operations,56.6,44.1,67.3,50.9,59.6,1
SRV0003767,EMP01256,2025-09-30,UK,Operations,53.7,46.3,56.1,52.2,58.6,0
SRV0003768,EMP01256,2026-03-31,UK,Operations,58.0,53.5,60.5,53.5,66.5,0
SRV0003769,EMP01257,2025-03-31,France,Operations,37.8,32.1,55.9,42.4,50.4,1
SRV0003770,EMP01257,2025-09-30,France,Operations,47.6,42.9,48.3,45.1,45.3,0
SRV0003771,EMP01257,2026-03-31,France,Operations,36.6,33.9,40.0,45.6,52.4,0
SRV0003772,EMP01258,2025-03-31,UK,Commercial,74.9,76.2,70.6,75.2,61.9,0
SRV0003773,EMP01258,2025-09-30,UK,Commercial,81.2,76.1,73.3,70.1,63.0,0
SRV0003774,EMP01258,2026-03-31,UK,Commercial,74.3,66.9,64.3,71.6,69.7,0
SRV0003775,EMP01259,2025-03-31,France,Commercial,63.2,67.2,68.8,62.6,62.7,0
SRV0003776,EMP01259,2025-09-30,France,Commercial,73.0,55.6,61.6,67.1,69.6,0
SRV0003777,EMP01259,2026-03-31,France,Commercial,61.3,65.0,60.1,65.1,59.8,0
SRV0003778,EMP01260,2025-03-31,France,Operations,62.6,50.4,59.2,53.2,56.1,1
SRV0003779,EMP01260,2025-09-30,France,Operations,49.3,51.4,60.7,52.6,51.3,0
SRV0003780,EMP01260,2026-03-31,France,Operations,57.5,41.1,59.9,44.9,64.1,0
SRV0003781,EMP01261,2025-03-31,Germany,Operations,46.3,27.9,40.7,52.4,54.9,0
SRV0003782,EMP01261,2025-09-30,Germany,Operations,34.0,23.7,37.0,54.2,47.6,1
SRV0003783,EMP01261,2026-03-31,Germany,Operations,38.6,31.3,43.5,50.8,51.9,0
SRV0003784,EMP01262,2025-03-31,UK,Operations,64.2,60.3,60.7,61.2,59.8,1
SRV0003785,EMP01262,2025-09-30,UK,Operations,70.4,53.1,60.1,60.6,58.9,0
SRV0003786,EMP01262,2026-03-31,UK,Operations,59.2,42.0,54.2,64.0,54.1,1
SRV0003787,EMP01263,2025-03-31,UK,Finance,89.6,82.9,73.7,74.7,67.3,0
SRV0003788,EMP01263,2025-09-30,UK,Finance,82.3,72.7,73.6,69.0,76.2,0
SRV0003789,EMP01263,2026-03-31,UK,Finance,92.0,77.3,77.9,75.5,79.9,0
SRV0003790,EMP01264,2025-03-31,Germany,Supply Chain,45.0,40.4,46.0,40.3,59.3,0
SRV0003791,EMP01264,2025-09-30,Germany,Supply Chain,40.7,34.4,45.4,47.3,52.2,0
SRV0003792,EMP01264,2026-03-31,Germany,Supply Chain,36.7,36.8,45.1,42.1,55.8,0
SRV0003793,EMP01265,2025-03-31,Germany,Supply Chain,40.4,38.0,49.3,53.2,51.5,1
SRV0003794,EMP01265,2025-09-30,Germany,Supply Chain,46.1,29.1,51.3,50.7,57.9,1
SRV0003795,EMP01265,2026-03-31,Germany,Supply Chain,40.5,37.9,45.2,54.1,47.7,1
SRV0003796,EMP01266,2025-03-31,Germany,Supply Chain,42.2,44.4,47.8,49.0,61.5,1
SRV0003797,EMP01266,2025-09-30,Germany,Supply Chain,44.9,41.2,48.7,48.0,57.4,1
SRV0003798,EMP01266,2026-03-31,Germany,Supply Chain,49.1,46.1,50.1,42.2,58.8,0
SRV0003799,EMP01267,2025-03-31,Ireland,Operations,59.7,41.5,50.4,56.2,47.8,1
SRV0003800,EMP01267,2025-09-30,Ireland,Operations,55.3,42.7,43.0,60.6,49.2,0
SRV0003801,EMP01267,2026-03-31,Ireland,Operations,45.8,44.8,45.3,57.4,45.7,1
SRV0003802,EMP01268,2025-03-31,Netherlands,Customer Support,77.8,59.6,71.4,69.5,66.3,0
SRV0003803,EMP01268,2025-09-30,Netherlands,Customer Support,84.8,65.0,73.3,59.9,73.9,0
SRV0003804,EMP01268,2026-03-31,Netherlands,Customer Support,71.9,59.9,70.7,60.0,71.1,0
SRV0003805,EMP01269,2025-03-31,UK,Finance,74.2,58.3,68.7,67.9,76.0,0
SRV0003806,EMP01269,2025-09-30,UK,Finance,73.9,63.6,69.8,64.4,73.0,1
SRV0003807,EMP01269,2026-03-31,UK,Finance,68.4,66.2,72.1,64.3,73.0,0
SRV0003808,EMP01270,2025-03-31,UK,Supply Chain,36.4,46.6,49.2,44.3,58.6,1
SRV0003809,EMP01270,2025-09-30,UK,Supply Chain,41.6,41.6,49.0,50.8,58.0,1
SRV0003810,EMP01270,2026-03-31,UK,Supply Chain,33.3,42.5,51.3,54.0,50.2,1
SRV0003811,EMP01271,2025-03-31,Germany,People,69.9,60.6,64.9,72.0,75.5,1
SRV0003812,EMP01271,2025-09-30,Germany,People,78.9,65.8,64.4,74.0,73.0,0
SRV0003813,EMP01271,2026-03-31,Germany,People,83.5,61.6,73.7,67.8,77.0,0
SRV0003814,EMP01272,2025-03-31,UK,Finance,89.1,76.0,75.7,79.3,69.2,0
SRV0003815,EMP01272,2025-09-30,UK,Finance,86.0,79.9,74.8,67.5,73.6,0
SRV0003816,EMP01272,2026-03-31,UK,Finance,83.2,80.3,81.8,69.3,68.2,0
SRV0003817,EMP01273,2025-03-31,Germany,Supply Chain,54.3,44.7,58.0,52.9,56.8,1
SRV0003818,EMP01273,2025-09-30,Germany,Supply Chain,49.3,51.8,50.7,57.0,52.1,1
SRV0003819,EMP01273,2026-03-31,Germany,Supply Chain,58.9,44.8,42.8,61.0,62.0,1
SRV0003820,EMP01274,2025-03-31,Germany,Operations,51.2,38.7,55.2,51.8,53.5,0
SRV0003821,EMP01274,2025-09-30,Germany,Operations,48.7,42.2,51.1,53.9,56.0,1
SRV0003822,EMP01274,2026-03-31,Germany,Operations,53.8,43.2,41.3,54.7,49.5,0
SRV0003823,EMP01275,2025-03-31,UK,Operations,57.5,54.9,67.2,57.7,58.3,1
SRV0003824,EMP01275,2025-09-30,UK,Operations,49.5,42.9,54.1,50.9,55.9,1
SRV0003825,EMP01275,2026-03-31,UK,Operations,60.7,49.6,59.9,50.8,59.6,0
SRV0003826,EMP01276,2025-03-31,Germany,Supply Chain,30.0,25.3,51.6,44.5,57.1,1
SRV0003827,EMP01276,2025-09-30,Germany,Supply Chain,29.4,21.1,38.5,39.0,49.6,0
SRV0003828,EMP01276,2026-03-31,Germany,Supply Chain,35.8,23.7,38.2,36.9,46.6,1
SRV0003829,EMP01277,2025-03-31,UK,Operations,62.6,41.6,62.1,57.8,56.6,0
SRV0003830,EMP01277,2025-09-30,UK,Operations,52.8,42.6,65.1,50.1,65.0,0
SRV0003831,EMP01277,2026-03-31,UK,Operations,53.8,42.9,52.2,47.8,63.5,1
SRV0003832,EMP01278,2025-03-31,UK,Supply Chain,60.6,51.6,59.1,58.8,68.1,0
SRV0003833,EMP01278,2025-09-30,UK,Supply Chain,62.5,50.7,57.1,58.4,62.7,1
SRV0003834,EMP01278,2026-03-31,UK,Supply Chain,52.4,53.8,54.2,64.4,60.5,0
SRV0003835,EMP01279,2025-03-31,UK,Supply Chain,59.3,41.2,58.2,49.3,61.4,0
SRV0003836,EMP01279,2025-09-30,UK,Supply Chain,45.7,50.5,59.5,42.2,67.3,0
SRV0003837,EMP01279,2026-03-31,UK,Supply Chain,52.6,36.6,63.0,48.2,58.5,1
SRV0003838,EMP01280,2025-03-31,UK,Supply Chain,71.9,62.5,59.9,58.7,65.2,0
SRV0003839,EMP01280,2025-09-30,UK,Supply Chain,63.8,62.3,59.1,53.0,69.9,0
SRV0003840,EMP01280,2026-03-31,UK,Supply Chain,66.2,64.0,59.6,54.0,57.8,0
SRV0003841,EMP01281,2025-03-31,UK,Operations,38.9,35.6,54.5,46.9,51.8,1
SRV0003842,EMP01281,2025-09-30,UK,Operations,41.4,39.8,54.8,40.3,59.9,0
SRV0003843,EMP01281,2026-03-31,UK,Operations,30.8,37.8,45.5,39.3,52.4,1
SRV0003844,EMP01282,2025-03-31,France,Operations,46.1,31.2,58.3,35.4,59.9,0
SRV0003845,EMP01282,2025-09-30,France,Operations,46.6,32.7,58.7,39.7,63.1,0
SRV0003846,EMP01282,2026-03-31,France,Operations,33.3,39.9,56.8,37.3,57.7,1
SRV0003847,EMP01283,2025-03-31,Germany,Operations,38.9,36.8,56.1,48.5,59.8,0
SRV0003848,EMP01283,2025-09-30,Germany,Operations,47.3,38.3,55.7,39.6,61.2,0
SRV0003849,EMP01283,2026-03-31,Germany,Operations,46.5,42.8,44.2,41.5,51.4,1
SRV0003850,EMP01284,2025-03-31,Germany,Operations,47.7,39.8,46.4,50.3,58.5,1
SRV0003851,EMP01284,2025-09-30,Germany,Operations,44.7,39.6,55.9,49.9,58.1,1
SRV0003852,EMP01284,2026-03-31,Germany,Operations,57.8,40.9,48.0,52.1,53.4,1
SRV0003853,EMP01285,2025-03-31,France,Customer Support,70.9,49.9,56.3,64.8,56.8,1
SRV0003854,EMP01285,2025-09-30,France,Customer Support,65.8,53.0,64.9,61.2,58.1,0
SRV0003855,EMP01285,2026-03-31,France,Customer Support,72.2,61.4,65.3,64.4,59.2,0
SRV0003856,EMP01286,2025-03-31,Ireland,Supply Chain,48.6,49.2,62.9,55.2,66.9,1
SRV0003857,EMP01286,2025-09-30,Ireland,Supply Chain,44.7,38.4,54.6,46.2,56.1,0
SRV0003858,EMP01286,2026-03-31,Ireland,Supply Chain,39.6,39.7,56.3,53.8,64.3,1
SRV0003859,EMP01287,2025-03-31,UK,Operations,49.3,42.8,48.7,45.2,52.4,1
SRV0003860,EMP01287,2025-09-30,UK,Operations,44.9,42.4,44.2,52.3,59.4,1
SRV0003861,EMP01287,2026-03-31,UK,Operations,42.8,37.4,44.1,49.0,48.6,0
SRV0003862,EMP01288,2025-03-31,Germany,Finance,65.4,61.7,60.2,58.2,62.8,0
SRV0003863,EMP01288,2025-09-30,Germany,Finance,64.8,53.6,60.0,57.3,65.4,0
SRV0003864,EMP01288,2026-03-31,Germany,Finance,57.5,67.4,64.9,67.6,55.7,0
SRV0003865,EMP01289,2025-03-31,UK,Operations,54.8,40.2,61.2,50.9,65.1,1
SRV0003866,EMP01289,2025-09-30,UK,Operations,53.4,34.9,60.2,47.1,68.0,0
SRV0003867,EMP01289,2026-03-31,UK,Operations,44.5,34.4,51.0,39.0,63.9,0
SRV0003868,EMP01290,2025-03-31,France,Supply Chain,45.7,30.5,54.8,46.7,60.7,1
SRV0003869,EMP01290,2025-09-30,France,Supply Chain,35.7,42.1,54.4,43.9,50.5,1
SRV0003870,EMP01290,2026-03-31,France,Supply Chain,35.7,35.5,44.0,41.8,49.2,1
SRV0003871,EMP01291,2025-03-31,UK,Commercial,62.3,60.6,69.1,57.6,62.1,0
SRV0003872,EMP01291,2025-09-30,UK,Commercial,56.5,67.1,68.0,67.9,67.5,0
SRV0003873,EMP01291,2026-03-31,UK,Commercial,56.7,67.1,74.3,56.9,64.5,0
SRV0003874,EMP01292,2025-03-31,Netherlands,Commercial,84.8,77.1,71.3,73.6,71.4,0
SRV0003875,EMP01292,2025-09-30,Netherlands,Commercial,86.1,70.6,71.0,65.6,77.0,0
SRV0003876,EMP01292,2026-03-31,Netherlands,Commercial,83.1,69.8,76.7,73.0,66.9,0
SRV0003877,EMP01293,2025-03-31,Germany,Commercial,67.5,61.5,60.9,66.3,67.2,0
SRV0003878,EMP01293,2025-09-30,Germany,Commercial,65.7,58.1,59.7,62.0,60.2,0
SRV0003879,EMP01293,2026-03-31,Germany,Commercial,74.8,52.5,64.9,70.8,64.1,0
SRV0003880,EMP01294,2025-03-31,UK,Operations,46.4,35.4,57.2,41.5,59.4,0
SRV0003881,EMP01294,2025-09-30,UK,Operations,49.5,45.2,57.4,48.1,54.6,1
SRV0003882,EMP01294,2026-03-31,UK,Operations,47.5,30.3,57.1,40.7,60.4,1
SRV0003883,EMP01295,2025-03-31,UK,Finance,85.8,77.1,68.2,64.9,69.6,0
SRV0003884,EMP01295,2025-09-30,UK,Finance,82.4,82.5,76.5,74.1,75.6,1
SRV0003885,EMP01295,2026-03-31,UK,Finance,88.2,71.9,71.2,65.4,80.0,0
SRV0003886,EMP01296,2025-03-31,France,Operations,46.8,37.9,56.9,34.6,62.1,0
SRV0003887,EMP01296,2025-09-30,France,Operations,31.8,33.7,51.6,38.4,55.1,1
SRV0003888,EMP01296,2026-03-31,France,Operations,36.4,37.7,54.4,38.8,53.6,1
SRV0003889,EMP01297,2025-03-31,UK,Supply Chain,48.5,57.5,56.6,50.6,58.4,1
SRV0003890,EMP01297,2025-09-30,UK,Supply Chain,51.9,52.4,64.6,58.0,65.4,0
SRV0003891,EMP01297,2026-03-31,UK,Supply Chain,54.5,47.3,56.1,49.7,64.3,1
SRV0003892,EMP01298,2025-03-31,UK,Supply Chain,70.1,59.1,68.1,53.7,58.7,0
SRV0003893,EMP01298,2025-09-30,UK,Supply Chain,60.1,58.4,55.3,54.5,56.2,0
SRV0003894,EMP01298,2026-03-31,UK,Supply Chain,60.9,63.6,60.8,55.3,69.4,0
SRV0003895,EMP01299,2025-03-31,UK,Operations,60.1,47.8,62.9,57.8,55.2,0
SRV0003896,EMP01299,2025-09-30,UK,Operations,51.4,56.3,62.0,51.9,55.6,0
SRV0003897,EMP01299,2026-03-31,UK,Operations,63.5,54.2,53.2,51.7,58.8,0
SRV0003898,EMP01300,2025-03-31,UK,Supply Chain,56.0,57.0,61.7,54.7,52.5,1
SRV0003899,EMP01300,2025-09-30,UK,Supply Chain,51.9,50.9,60.6,52.0,58.7,0
SRV0003900,EMP01300,2026-03-31,UK,Supply Chain,54.4,36.9,49.6,51.6,63.4,0
SRV0003901,EMP01301,2025-03-31,Germany,Operations,38.8,29.5,45.9,44.8,49.9,0
SRV0003902,EMP01301,2025-09-30,Germany,Operations,26.6,25.7,43.0,40.9,49.7,1
SRV0003903,EMP01301,2026-03-31,Germany,Operations,31.1,20.6,39.6,33.0,57.6,1
SRV0003904,EMP01302,2025-03-31,UK,Operations,45.8,35.3,52.3,44.5,54.2,1
SRV0003905,EMP01302,2025-09-30,UK,Operations,43.4,41.3,56.3,52.3,61.0,0
SRV0003906,EMP01302,2026-03-31,UK,Operations,37.0,36.0,55.4,41.4,48.3,0
SRV0003907,EMP01303,2025-03-31,UK,Supply Chain,61.0,53.8,61.3,60.2,61.2,0
SRV0003908,EMP01303,2025-09-30,UK,Supply Chain,58.4,52.3,55.4,60.2,60.3,1
SRV0003909,EMP01303,2026-03-31,UK,Supply Chain,64.0,63.9,61.7,67.4,61.5,0
SRV0003910,EMP01304,2025-03-31,UK,Sales,73.0,70.1,60.6,62.3,71.3,0
SRV0003911,EMP01304,2025-09-30,UK,Sales,76.1,69.6,64.3,67.3,60.0,0
SRV0003912,EMP01304,2026-03-31,UK,Sales,81.9,59.7,60.0,62.5,67.8,0
SRV0003913,EMP01305,2025-03-31,Germany,Sales,38.4,47.4,56.4,48.9,57.1,0
SRV0003914,EMP01305,2025-09-30,Germany,Sales,51.8,53.3,54.1,49.6,56.1,0
SRV0003915,EMP01305,2026-03-31,Germany,Sales,38.9,40.6,56.9,51.7,65.8,1
SRV0003916,EMP01306,2025-03-31,UK,Technology,83.5,70.6,72.1,73.2,74.8,0
SRV0003917,EMP01306,2025-09-30,UK,Technology,92.3,81.8,70.2,81.2,68.7,0
SRV0003918,EMP01306,2026-03-31,UK,Technology,88.3,72.1,73.1,81.8,72.2,0
SRV0003919,EMP01307,2025-03-31,Germany,Commercial,57.2,49.8,62.8,61.7,60.8,1
SRV0003920,EMP01307,2025-09-30,Germany,Commercial,61.4,45.2,61.8,53.8,59.2,0
SRV0003921,EMP01307,2026-03-31,Germany,Commercial,64.1,51.1,64.6,56.4,67.5,0
SRV0003922,EMP01308,2025-03-31,UK,Supply Chain,48.7,38.8,61.7,45.1,51.1,1
SRV0003923,EMP01308,2025-09-30,UK,Supply Chain,46.6,40.3,51.5,50.0,63.2,0
SRV0003924,EMP01308,2026-03-31,UK,Supply Chain,39.6,27.6,58.0,50.4,62.3,1
SRV0003925,EMP01309,2025-03-31,Germany,Customer Support,36.3,24.5,46.3,34.0,57.9,1
SRV0003926,EMP01309,2025-09-30,Germany,Customer Support,38.1,34.8,47.0,32.7,57.5,0
SRV0003927,EMP01309,2026-03-31,Germany,Customer Support,35.6,28.1,54.3,41.5,54.4,0
SRV0003928,EMP01310,2025-03-31,France,Operations,53.5,49.9,63.0,47.2,62.3,0
SRV0003929,EMP01310,2025-09-30,France,Operations,64.2,46.3,53.3,57.8,62.3,1
SRV0003930,EMP01310,2026-03-31,France,Operations,59.3,40.8,50.8,51.0,52.6,1
SRV0003931,EMP01311,2025-03-31,UK,Customer Support,65.9,49.0,67.8,47.9,66.7,0
SRV0003932,EMP01311,2025-09-30,UK,Customer Support,57.2,52.3,68.1,51.8,66.7,0
SRV0003933,EMP01311,2026-03-31,UK,Customer Support,61.4,54.9,65.6,59.4,59.1,0
SRV0003934,EMP01312,2025-03-31,France,Finance,88.4,74.9,73.2,68.8,72.2,0
SRV0003935,EMP01312,2025-09-30,France,Finance,90.4,71.1,74.1,79.3,72.3,0
SRV0003936,EMP01312,2026-03-31,France,Finance,89.4,71.1,66.9,79.2,73.4,0
SRV0003937,EMP01313,2025-03-31,UK,People,76.6,75.8,70.8,78.1,64.5,0
SRV0003938,EMP01313,2025-09-30,UK,People,90.0,81.3,68.0,76.3,66.4,0
SRV0003939,EMP01313,2026-03-31,UK,People,90.0,75.3,80.2,69.5,68.9,0
SRV0003940,EMP01314,2025-03-31,France,Operations,45.6,42.8,58.6,44.3,55.9,1
SRV0003941,EMP01314,2025-09-30,France,Operations,39.2,45.7,51.1,43.5,58.2,1
SRV0003942,EMP01314,2026-03-31,France,Operations,37.9,42.2,56.6,34.4,62.0,1
SRV0003943,EMP01315,2025-03-31,France,Operations,47.2,51.4,58.9,46.1,55.7,0
SRV0003944,EMP01315,2025-09-30,France,Operations,53.9,46.8,62.0,57.2,54.5,1
SRV0003945,EMP01315,2026-03-31,France,Operations,47.8,42.8,52.3,55.6,61.3,1
SRV0003946,EMP01316,2025-03-31,UK,Operations,47.8,48.0,59.9,45.9,55.2,1
SRV0003947,EMP01316,2025-09-30,UK,Operations,45.8,35.1,51.1,37.2,52.3,1
SRV0003948,EMP01316,2026-03-31,UK,Operations,33.3,31.6,48.6,49.5,61.2,1
SRV0003949,EMP01317,2025-03-31,Netherlands,Operations,49.6,43.4,60.1,46.9,69.8,0
SRV0003950,EMP01317,2025-09-30,Netherlands,Operations,45.3,40.0,60.0,41.6,65.1,1
SRV0003951,EMP01317,2026-03-31,Netherlands,Operations,47.2,53.8,64.0,50.0,67.3,1
SRV0003952,EMP01318,2025-03-31,Netherlands,Customer Support,71.6,60.8,57.6,68.5,63.4,0
SRV0003953,EMP01318,2025-09-30,Netherlands,Customer Support,76.0,57.2,61.3,69.5,62.2,0
SRV0003954,EMP01318,2026-03-31,Netherlands,Customer Support,69.3,64.6,67.7,68.4,55.2,0
SRV0003955,EMP01319,2025-03-31,Germany,Operations,47.2,39.5,55.1,48.2,50.4,1
